epoch,input_type,metric_name,layer,value
0,train,loss,,4.7265625
0,test,loss,,4.7265625
0,train,accuracy,,0.009790483649892304
0,test,accuracy,,0.0074393108848864525
0,general,weights_l2,layers.0.weight,8.173860549926758
0,general,weights_l2,layers.1.weight,8.175039291381836
0,general,weights_l2,layers.2.weight,6.124485015869141
0,general,grad_l2_norm,layers.0.weight,0.002980041317641735
0,general,grad_l2_norm,layers.1.weight,0.0027050040662288666
0,general,grad_l2_norm,layers.2.weight,0.002696199109777808
0,general,grad_cosine_similarity,layers.0.weight,-0.028972383588552475
0,general,grad_cosine_similarity,layers.1.weight,-0.03191361576318741
0,general,grad_cosine_similarity,layers.2.weight,-0.04273780807852745
0,general,abs_grad_l1_norm,layers.0.weight,0.4785672426223755
0,general,abs_grad_l1_norm,layers.1.weight,0.41364991664886475
0,general,abs_grad_l1_norm,layers.2.weight,0.2868945002555847
0,general,zero_grad_percentage,layers.0.weight,0.02002212405204773
0,general,zero_grad_percentage,layers.1.weight,0.0
0,general,zero_grad_percentage,layers.2.weight,0.0
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
500,train,loss,,0.2073974609375
500,test,loss,,12.0234375
500,train,accuracy,,1.0
500,test,accuracy,,0.0010441138084051162
500,general,weights_l2,layers.0.weight,45.99607849121094
500,general,weights_l2,layers.1.weight,49.10959243774414
500,general,weights_l2,layers.2.weight,40.276039123535156
500,general,grad_l2_norm,layers.0.weight,0.02486494928598404
500,general,grad_l2_norm,layers.1.weight,0.017517495900392532
500,general,grad_l2_norm,layers.2.weight,0.020112356171011925
500,general,grad_cosine_similarity,layers.0.weight,-0.6252485513687134
500,general,grad_cosine_similarity,layers.1.weight,-0.8312329053878784
500,general,grad_cosine_similarity,layers.2.weight,-0.8827776908874512
500,general,abs_grad_l1_norm,layers.0.weight,3.846405267715454
500,general,abs_grad_l1_norm,layers.1.weight,2.776691436767578
500,general,abs_grad_l1_norm,layers.2.weight,2.5096936225891113
500,general,zero_grad_percentage,layers.0.weight,0.0037610619328916073
500,general,zero_grad_percentage,layers.1.weight,0.0
500,general,zero_grad_percentage,layers.2.weight,0.0
500,train,zero_terms,,0.0
500,train,softmax_collapse,,0.0
1000,train,loss,,0.0035343170166015625
1000,test,loss,,19.65625
1000,train,accuracy,,1.0
1000,test,accuracy,,0.0006525711302531976
1000,general,weights_l2,layers.0.weight,56.00648498535156
1000,general,weights_l2,layers.1.weight,61.19247817993164
1000,general,weights_l2,layers.2.weight,49.97941970825195
1000,general,grad_l2_norm,layers.0.weight,0.0008845198899507523
1000,general,grad_l2_norm,layers.1.weight,0.0008074798970483243
1000,general,grad_l2_norm,layers.2.weight,0.001290193758904934
1000,general,grad_cosine_similarity,layers.0.weight,-0.7564829587936401
1000,general,grad_cosine_similarity,layers.1.weight,-0.7584296464920044
1000,general,grad_cosine_similarity,layers.2.weight,-0.5811643004417419
1000,general,abs_grad_l1_norm,layers.0.weight,0.14294198155403137
1000,general,abs_grad_l1_norm,layers.1.weight,0.13134193420410156
1000,general,abs_grad_l1_norm,layers.2.weight,0.1643633246421814
1000,general,zero_grad_percentage,layers.0.weight,0.0016150441952049732
1000,general,zero_grad_percentage,layers.1.weight,0.0
1000,general,zero_grad_percentage,layers.2.weight,0.0
1000,train,zero_terms,,0.0
1000,train,softmax_collapse,,0.0027413354255259037
1500,train,loss,,0.002513885498046875
1500,test,loss,,31.140625
1500,train,accuracy,,1.0
1500,test,accuracy,,0.00039154267815191856
1500,general,weights_l2,layers.0.weight,80.45287322998047
1500,general,weights_l2,layers.1.weight,84.31879425048828
1500,general,weights_l2,layers.2.weight,62.00367736816406
1500,general,grad_l2_norm,layers.0.weight,0.003127229865640402
1500,general,grad_l2_norm,layers.1.weight,0.0033504245802760124
1500,general,grad_l2_norm,layers.2.weight,0.01737777702510357
1500,general,grad_cosine_similarity,layers.0.weight,-0.7242263555526733
1500,general,grad_cosine_similarity,layers.1.weight,-0.6449877619743347
1500,general,grad_cosine_similarity,layers.2.weight,-0.16910795867443085
1500,general,abs_grad_l1_norm,layers.0.weight,0.510723888874054
1500,general,abs_grad_l1_norm,layers.1.weight,0.5820637941360474
1500,general,abs_grad_l1_norm,layers.2.weight,2.021355628967285
1500,general,zero_grad_percentage,layers.0.weight,2.2123893359093927e-05
1500,general,zero_grad_percentage,layers.1.weight,0.0
1500,general,zero_grad_percentage,layers.2.weight,0.0
1500,train,zero_terms,,0.0
1500,train,softmax_collapse,,0.048169177025556564
2000,train,loss,,0.007495880126953125
2000,test,loss,,40.125
2000,train,accuracy,,1.0
2000,test,accuracy,,0.0005220569042025581
2000,general,weights_l2,layers.0.weight,116.42121887207031
2000,general,weights_l2,layers.1.weight,110.16400146484375
2000,general,weights_l2,layers.2.weight,64.91696166992188
2000,general,grad_l2_norm,layers.0.weight,0.010974801145493984
2000,general,grad_l2_norm,layers.1.weight,0.02176564373075962
2000,general,grad_l2_norm,layers.2.weight,0.38570302724838257
2000,general,grad_cosine_similarity,layers.0.weight,-0.6433313488960266
2000,general,grad_cosine_similarity,layers.1.weight,-0.3428090512752533
2000,general,grad_cosine_similarity,layers.2.weight,-0.032828591763973236
2000,general,abs_grad_l1_norm,layers.0.weight,1.8372507095336914
2000,general,abs_grad_l1_norm,layers.1.weight,3.417060613632202
2000,general,abs_grad_l1_norm,layers.2.weight,46.208335876464844
2000,general,zero_grad_percentage,layers.0.weight,4.4247786718187854e-05
2000,general,zero_grad_percentage,layers.1.weight,0.0
2000,general,zero_grad_percentage,layers.2.weight,0.0
2000,train,zero_terms,,0.00019580967299784609
2000,train,softmax_collapse,,0.03524573892354965
2500,train,loss,,0.00888824462890625
2500,test,loss,,43.96875
2500,train,accuracy,,1.0
2500,test,accuracy,,0.00013051422605063953
2500,general,weights_l2,layers.0.weight,134.113525390625
2500,general,weights_l2,layers.1.weight,117.28934478759766
2500,general,weights_l2,layers.2.weight,65.45684051513672
2500,general,grad_l2_norm,layers.0.weight,0.014624536968767643
2500,general,grad_l2_norm,layers.1.weight,0.04139505699276924
2500,general,grad_l2_norm,layers.2.weight,0.7652709484100342
2500,general,grad_cosine_similarity,layers.0.weight,-0.35326632857322693
2500,general,grad_cosine_similarity,layers.1.weight,-0.14270851016044617
2500,general,grad_cosine_similarity,layers.2.weight,-0.01383205410093069
2500,general,abs_grad_l1_norm,layers.0.weight,2.3798437118530273
2500,general,abs_grad_l1_norm,layers.1.weight,6.452380657196045
2500,general,abs_grad_l1_norm,layers.2.weight,82.87150573730469
2500,general,zero_grad_percentage,layers.0.weight,4.4247786718187854e-05
2500,general,zero_grad_percentage,layers.1.weight,0.0
2500,general,zero_grad_percentage,layers.2.weight,0.0
2500,train,zero_terms,,0.00019580967299784609
2500,train,softmax_collapse,,0.07205795496702194
3000,train,loss,,0.0018215179443359375
3000,test,loss,,46.5625
3000,train,accuracy,,1.0
3000,test,accuracy,,0.00039154267815191856
3000,general,weights_l2,layers.0.weight,144.41554260253906
3000,general,weights_l2,layers.1.weight,120.73632049560547
3000,general,weights_l2,layers.2.weight,65.7088394165039
3000,general,grad_l2_norm,layers.0.weight,0.005659017246216536
3000,general,grad_l2_norm,layers.1.weight,0.009590519592165947
3000,general,grad_l2_norm,layers.2.weight,0.15903402864933014
3000,general,grad_cosine_similarity,layers.0.weight,-0.5433394908905029
3000,general,grad_cosine_similarity,layers.1.weight,-0.38348305225372314
3000,general,grad_cosine_similarity,layers.2.weight,-0.04249250888824463
3000,general,abs_grad_l1_norm,layers.0.weight,0.9353093504905701
3000,general,abs_grad_l1_norm,layers.1.weight,1.516527771949768
3000,general,abs_grad_l1_norm,layers.2.weight,16.775039672851562
3000,general,zero_grad_percentage,layers.0.weight,0.00035398229374550283
3000,general,zero_grad_percentage,layers.1.weight,0.0
